epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,2999.53,0.41889,0.26043,0.84177,0.99943,1,0.995,0.92631,0.40471,0.23025,0.81366,0.0007658,0.0007658,0.0007658
189,3015.47,0.40507,0.25717,0.83176,0.99944,1,0.995,0.91821,0.41103,0.2407,0.81477,0.0007592,0.0007592,0.0007592
190,3031.45,0.40682,0.2571,0.83894,0.99945,1,0.995,0.9184,0.40172,0.23681,0.81423,0.0007526,0.0007526,0.0007526
191,3047.45,0.41975,0.26567,0.84029,0.99944,1,0.995,0.91698,0.41782,0.24193,0.81705,0.000746,0.000746,0.000746
192,3063.44,0.42247,0.26262,0.83873,0.99944,1,0.995,0.91974,0.42125,0.23717,0.81834,0.0007394,0.0007394,0.0007394
193,3079.45,0.41069,0.25456,0.8352,0.99944,1,0.995,0.91871,0.4122,0.2364,0.81657,0.0007328,0.0007328,0.0007328
194,3095.31,0.3989,0.2494,0.82711,0.99944,1,0.995,0.90985,0.43065,0.2401,0.81893,0.0007262,0.0007262,0.0007262
195,3111.23,0.39533,0.25652,0.8339,0.99943,1,0.995,0.91677,0.40762,0.22855,0.81834,0.0007196,0.0007196,0.0007196
196,3127.19,0.41757,0.25843,0.84625,0.99944,1,0.995,0.9141,0.41942,0.25142,0.82111,0.000713,0.000713,0.000713
197,3143.05,0.42255,0.26763,0.84974,0.99943,1,0.995,0.91792,0.40283,0.24118,0.81793,0.0007064,0.0007064,0.0007064
198,3159.04,0.41798,0.25679,0.83269,0.99943,1,0.995,0.91504,0.40753,0.24792,0.81681,0.0006998,0.0006998,0.0006998
199,3174.96,0.39542,0.24475,0.83364,0.99944,1,0.995,0.92176,0.40234,0.24092,0.81428,0.0006932,0.0006932,0.0006932
200,3190.99,0.40156,0.24647,0.83505,0.99944,1,0.995,0.91779,0.3955,0.24219,0.81288,0.0006866,0.0006866,0.0006866
201,3206.97,0.40059,0.25287,0.83203,0.99944,1,0.995,0.91854,0.41135,0.23815,0.81447,0.00068,0.00068,0.00068
202,3222.89,0.40017,0.24871,0.83055,0.99945,1,0.995,0.91951,0.39824,0.23604,0.81146,0.0006734,0.0006734,0.0006734
203,3238.84,0.40704,0.25168,0.83683,0.99945,1,0.995,0.91718,0.4282,0.24006,0.81664,0.0006668,0.0006668,0.0006668
204,3254.91,0.39305,0.25081,0.82911,0.99945,1,0.995,0.91808,0.42316,0.23794,0.81494,0.0006602,0.0006602,0.0006602
205,3270.81,0.39618,0.24067,0.84078,0.99945,1,0.995,0.91828,0.42164,0.24495,0.81578,0.0006536,0.0006536,0.0006536
206,3286.78,0.41518,0.25594,0.84518,0.99944,1,0.995,0.91622,0.40976,0.24212,0.81671,0.000647,0.000647,0.000647
207,3302.82,0.39606,0.25003,0.82974,0.99945,1,0.995,0.91835,0.40974,0.23837,0.81672,0.0006404,0.0006404,0.0006404
208,3318.81,0.41503,0.24622,0.84262,0.99945,1,0.995,0.92486,0.42007,0.2359,0.81748,0.0006338,0.0006338,0.0006338
209,3334.62,0.3948,0.24142,0.83562,0.99945,1,0.995,0.9239,0.41199,0.23075,0.81608,0.0006272,0.0006272,0.0006272
210,3350.63,0.39248,0.24638,0.8313,0.99944,1,0.995,0.92424,0.39975,0.23389,0.81544,0.0006206,0.0006206,0.0006206
211,3366.58,0.38431,0.24707,0.83537,0.99945,1,0.995,0.92417,0.40201,0.22649,0.81645,0.000614,0.000614,0.000614
212,3382.52,0.40906,0.2535,0.83552,0.99943,1,0.995,0.91673,0.41295,0.2332,0.81657,0.0006074,0.0006074,0.0006074
213,3398.38,0.3727,0.24619,0.8232,0.99945,1,0.995,0.91909,0.42316,0.23589,0.81871,0.0006008,0.0006008,0.0006008
214,3414.37,0.39517,0.24295,0.83415,0.99944,1,0.995,0.92274,0.42686,0.23624,0.82186,0.0005942,0.0005942,0.0005942
215,3430.38,0.37537,0.23584,0.82996,0.99942,1,0.995,0.92331,0.41489,0.2306,0.81949,0.0005876,0.0005876,0.0005876
216,3446.36,0.39142,0.24768,0.83793,0.99945,1,0.995,0.92989,0.40925,0.21935,0.8183,0.000581,0.000581,0.000581
217,3462.16,0.37012,0.23491,0.81423,0.99942,1,0.995,0.91537,0.42005,0.22473,0.81847,0.0005744,0.0005744,0.0005744
218,3478.05,0.38924,0.24604,0.82645,0.99944,1,0.995,0.92774,0.40549,0.20944,0.81731,0.0005678,0.0005678,0.0005678
219,3493.96,0.37843,0.23137,0.82065,0.99946,1,0.995,0.92702,0.40933,0.21346,0.81671,0.0005612,0.0005612,0.0005612
220,3510,0.38801,0.23994,0.82619,0.99946,1,0.995,0.9257,0.41036,0.23199,0.81723,0.0005546,0.0005546,0.0005546
221,3525.94,0.40123,0.23933,0.83237,0.99944,1,0.995,0.92594,0.39849,0.2332,0.81558,0.000548,0.000548,0.000548
222,3541.95,0.36743,0.23183,0.83506,0.99945,1,0.995,0.92554,0.4019,0.23185,0.81457,0.0005414,0.0005414,0.0005414
223,3557.94,0.38831,0.24105,0.82349,0.9994,1,0.995,0.92546,0.40189,0.23659,0.81544,0.0005348,0.0005348,0.0005348
224,3573.81,0.40046,0.2501,0.83969,0.99931,1,0.995,0.92223,0.41269,0.23699,0.81912,0.0005282,0.0005282,0.0005282
225,3589.69,0.39769,0.24431,0.83104,0.99944,1,0.995,0.9219,0.41838,0.23218,0.81967,0.0005216,0.0005216,0.0005216
226,3605.67,0.38373,0.24432,0.83806,0.99945,1,0.995,0.92604,0.41922,0.22624,0.81914,0.000515,0.000515,0.000515
227,3621.6,0.38461,0.2396,0.82427,0.99942,1,0.995,0.91921,0.42087,0.22466,0.81899,0.0005084,0.0005084,0.0005084
228,3637.58,0.37961,0.23282,0.83296,0.99939,1,0.995,0.92903,0.42152,0.23464,0.81789,0.0005018,0.0005018,0.0005018
229,3653.5,0.37912,0.2346,0.84192,0.99941,1,0.995,0.92734,0.41286,0.22615,0.81677,0.0004952,0.0004952,0.0004952
230,3669.46,0.37569,0.23323,0.82958,0.99945,1,0.995,0.92725,0.39916,0.21452,0.81568,0.0004886,0.0004886,0.0004886
231,3685.49,0.38166,0.2354,0.83899,0.99945,1,0.995,0.92892,0.40433,0.21959,0.81452,0.000482,0.000482,0.000482
232,3701.39,0.38809,0.24499,0.83598,0.99946,1,0.995,0.92899,0.40015,0.21831,0.81375,0.0004754,0.0004754,0.0004754
233,3717.3,0.36208,0.23138,0.82173,1,1,0.995,0.93133,0.40492,0.21285,0.81313,0.0004688,0.0004688,0.0004688
234,3733.3,0.39304,0.23972,0.84336,0.99946,1,0.995,0.91637,0.4214,0.22553,0.81708,0.0004622,0.0004622,0.0004622
235,3749.2,0.38662,0.24174,0.82953,0.99946,1,0.995,0.91741,0.41794,0.23496,0.81801,0.0004556,0.0004556,0.0004556
236,3765.21,0.38186,0.23088,0.83333,0.99945,1,0.995,0.92422,0.42164,0.22226,0.8189,0.000449,0.000449,0.000449
237,3781.14,0.38198,0.23427,0.83177,0.99946,1,0.995,0.92016,0.41429,0.22946,0.81731,0.0004424,0.0004424,0.0004424
238,3797.14,0.37588,0.22569,0.82114,0.99945,1,0.995,0.92772,0.41587,0.22454,0.81785,0.0004358,0.0004358,0.0004358
239,3813.1,0.38806,0.23177,0.82995,0.99945,1,0.995,0.92182,0.40398,0.21698,0.81663,0.0004292,0.0004292,0.0004292
240,3829.04,0.3948,0.24369,0.82988,0.99946,1,0.995,0.91624,0.39568,0.20788,0.81657,0.0004226,0.0004226,0.0004226
241,3845.01,0.38798,0.24257,0.8382,0.99945,1,0.995,0.92387,0.40538,0.2148,0.81676,0.000416,0.000416,0.000416
242,3860.99,0.39322,0.2354,0.83415,0.99944,1,0.995,0.91758,0.42053,0.22397,0.8192,0.0004094,0.0004094,0.0004094
243,3876.94,0.37159,0.23797,0.82691,0.99943,1,0.995,0.9236,0.41073,0.2243,0.81802,0.0004028,0.0004028,0.0004028
244,3892.87,0.39008,0.24394,0.83505,0.99945,1,0.995,0.92884,0.41708,0.22543,0.81841,0.0003962,0.0003962,0.0003962
245,3908.83,0.36549,0.22385,0.81835,0.99946,1,0.995,0.92517,0.39976,0.22308,0.81709,0.0003896,0.0003896,0.0003896
246,3924.78,0.38915,0.22753,0.84314,0.99945,1,0.995,0.92577,0.39058,0.22116,0.81611,0.000383,0.000383,0.000383
247,3940.76,0.38526,0.24397,0.82687,0.99944,1,0.995,0.92482,0.38618,0.2211,0.81495,0.0003764,0.0003764,0.0003764
248,3956.78,0.3645,0.23181,0.82958,0.99945,1,0.995,0.92742,0.39097,0.21691,0.81302,0.0003698,0.0003698,0.0003698
249,3972.69,0.37179,0.22714,0.829,0.99946,1,0.995,0.92508,0.39796,0.21606,0.81542,0.0003632,0.0003632,0.0003632
250,3988.6,0.38711,0.23674,0.82873,1,1,0.995,0.92988,0.40173,0.21349,0.81634,0.0003566,0.0003566,0.0003566
251,4004.5,0.36795,0.22104,0.82857,1,1,0.995,0.92881,0.39593,0.20656,0.81542,0.00035,0.00035,0.00035
252,4020.48,0.35811,0.23169,0.82537,1,1,0.995,0.92463,0.40621,0.21055,0.8161,0.0003434,0.0003434,0.0003434
253,4036.37,0.36395,0.21649,0.8249,1,1,0.995,0.92211,0.41137,0.2228,0.81733,0.0003368,0.0003368,0.0003368
254,4052.29,0.38097,0.23632,0.83736,0.99944,1,0.995,0.92573,0.40182,0.22573,0.81621,0.0003302,0.0003302,0.0003302
255,4068.22,0.37,0.22829,0.83035,0.99946,1,0.995,0.9272,0.41783,0.22794,0.81679,0.0003236,0.0003236,0.0003236
256,4084.18,0.36986,0.22393,0.81218,0.99947,1,0.995,0.91861,0.41623,0.22704,0.81515,0.000317,0.000317,0.000317
257,4100.15,0.36239,0.22167,0.81799,0.99946,1,0.995,0.92197,0.41367,0.21437,0.81434,0.0003104,0.0003104,0.0003104
258,4116.03,0.3827,0.22688,0.81849,0.99945,1,0.995,0.92528,0.41412,0.21367,0.81517,0.0003038,0.0003038,0.0003038
259,4131.98,0.36489,0.22138,0.83137,0.99945,1,0.995,0.92007,0.40241,0.21122,0.81599,0.0002972,0.0002972,0.0002972
260,4147.92,0.36634,0.22197,0.83038,0.99946,1,0.995,0.92088,0.40342,0.20871,0.81622,0.0002906,0.0002906,0.0002906
261,4163.74,0.36111,0.21844,0.83045,0.99946,1,0.995,0.92759,0.40507,0.20913,0.816,0.000284,0.000284,0.000284
262,4179.73,0.37022,0.21546,0.8223,0.99946,1,0.995,0.91941,0.40957,0.21473,0.8179,0.0002774,0.0002774,0.0002774
263,4195.69,0.38279,0.2249,0.84185,0.99947,1,0.995,0.91815,0.40258,0.21698,0.81774,0.0002708,0.0002708,0.0002708
264,4211.59,0.37412,0.22346,0.82761,0.99946,1,0.995,0.9252,0.40639,0.22109,0.81771,0.0002642,0.0002642,0.0002642
265,4227.49,0.36555,0.22207,0.82981,0.99946,1,0.995,0.92165,0.40948,0.21723,0.81698,0.0002576,0.0002576,0.0002576
266,4243.45,0.36618,0.22567,0.82976,0.99946,1,0.995,0.92811,0.40925,0.20995,0.81665,0.000251,0.000251,0.000251
267,4259.29,0.3724,0.22089,0.82768,0.99946,1,0.995,0.92622,0.41037,0.20962,0.81677,0.0002444,0.0002444,0.0002444
268,4275.24,0.3625,0.21941,0.82967,1,1,0.995,0.92983,0.40743,0.20531,0.81534,0.0002378,0.0002378,0.0002378
269,4291.13,0.34909,0.2148,0.82658,1,1,0.995,0.92756,0.4081,0.20589,0.81587,0.0002312,0.0002312,0.0002312
270,4307.16,0.34574,0.20661,0.82289,1,1,0.995,0.93124,0.39898,0.20606,0.81494,0.0002246,0.0002246,0.0002246
271,4323.07,0.37438,0.22443,0.83716,1,1,0.995,0.924,0.39215,0.20989,0.81316,0.000218,0.000218,0.000218
272,4339.07,0.35925,0.22121,0.83237,1,1,0.995,0.9253,0.4027,0.21274,0.81472,0.0002114,0.0002114,0.0002114
273,4354.99,0.35735,0.21601,0.83487,1,1,0.995,0.92949,0.40385,0.21221,0.81482,0.0002048,0.0002048,0.0002048
274,4370.94,0.36343,0.21593,0.82686,1,1,0.995,0.92879,0.4007,0.20438,0.81463,0.0001982,0.0001982,0.0001982
275,4386.93,0.34209,0.20637,0.82555,0.99946,1,0.995,0.92429,0.40901,0.20778,0.81643,0.0001916,0.0001916,0.0001916
276,4402.94,0.37543,0.21591,0.83046,0.99946,1,0.995,0.92818,0.40634,0.21297,0.81598,0.000185,0.000185,0.000185
277,4418.86,0.35781,0.21502,0.82594,0.99946,1,0.995,0.93041,0.40856,0.21682,0.81466,0.0001784,0.0001784,0.0001784
278,4434.77,0.37211,0.2241,0.82618,0.99947,1,0.995,0.92467,0.40907,0.20912,0.81553,0.0001718,0.0001718,0.0001718
279,4450.73,0.35998,0.21215,0.83008,0.99946,1,0.995,0.93082,0.40488,0.20422,0.81519,0.0001652,0.0001652,0.0001652
280,4466.75,0.34855,0.20975,0.81109,0.99946,1,0.995,0.92401,0.40643,0.20466,0.81515,0.0001586,0.0001586,0.0001586
281,4482.7,0.37661,0.22452,0.8384,0.99947,1,0.995,0.92382,0.40207,0.20425,0.81522,0.000152,0.000152,0.000152
